Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
AS Raut,Not Available,Not Available,Batsman,Death Over Finisher,Sawai Mansingh Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,AS Raut is a Death Over Finisher. Strongest at Sawai Mansingh Stadium.,Not Available,Not Available,112.8,111.1,8.8,6.5,0,30
DT Christian,Not Available,Not Available,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Maharashtra Cricket Association Stadium > Feroz Shah Kotla > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AC Gilchrist completely owns this bowler. Emulate that aggressive footprint.","DT Christian is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of UT Yadav who owns this matchup. Keep away from AC Gilchrist who hits them at will.",UT Yadav,AC Gilchrist,112.7,134.9,7.76,9.95,38,922
DJM Short,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. ,DJM Short is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,112.7,0.0,6.33,0.0,1,18
R Sai Kishore,Not Available,Not Available,Bowler,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, WG Jacks completely owns this bowler. Emulate that aggressive footprint.","R Sai Kishore is a Death Over Finisher. Strongest at Narendra Modi Stadium, Ahmedabad. Keep away from WG Jacks who hits them at will.",Not Available,WG Jacks,112.5,112.5,8.62,10.21,32,453
Saurav Chauhan,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Deep Mid-Wicket,1,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Saurav Chauhan is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,112.5,121.4,0.0,0.0,0,0
AA Kulkarni,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,AA Kulkarni is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,112.5,0.0,0.0,0.0,0,0
J Botha,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Sawai Mansingh Stadium > Rajiv Gandhi International Stadium, Uppal > Eden Gardens > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, M Vijay completely owns this bowler. Emulate that aggressive footprint.",J Botha is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium. Beware of R Ashwin who owns this matchup. Keep away from M Vijay who hits them at will.,R Ashwin,M Vijay,112.4,129.3,6.77,7.56,25,709
S Anirudha,Not Available,Not Available,Batsman,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"S Anirudha is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk.",Not Available,Not Available,112.4,135.7,0.0,0.0,0,0
Salman Butt,Not Available,Not Available,Batsman,Top Order Aggressor,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Salman Butt is a Top Order Aggressor. Strongest at Eden Gardens. Beware of S Sreesanth who owns this matchup.,S Sreesanth,Not Available,112.2,266.7,0.0,0.0,0,0
RE Levi,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,RE Levi is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,112.2,0.0,0.0,0.0,0,0
CA Ingram,Not Available,Not Available,Batsman,Middle Order Anchor,Arun Jaitley Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,CA Ingram is a Middle Order Anchor. Strongest at Arun Jaitley Stadium. Beware of R Ashwin who owns this matchup.,R Ashwin,Not Available,112.0,146.5,0.0,0.0,0,0
AB Agarkar,Not Available,Not Available,All-Rounder,Death Over Finisher,Eden Gardens > Feroz Shah Kotla > Kingsmead > M Chinnaswamy Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AC Gilchrist completely owns this bowler. Emulate that aggressive footprint.",AB Agarkar is a Death Over Finisher. Strongest at Eden Gardens. Keep away from AC Gilchrist who hits them at will.,Not Available,AC Gilchrist,111.9,127.6,8.42,9.61,29,820
HV Patel,Not Available,Not Available,All-Rounder,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Rajiv Gandhi International Stadium, Uppal, Hyderabad > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > M Chinnaswamy Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, PD Salt completely owns this bowler. Emulate that aggressive footprint.","HV Patel is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Beware of DJ Bravo who owns this matchup. Keep away from PD Salt who hits them at will.",DJ Bravo,PD Salt,111.8,124.7,8.42,9.3,151,2617
R Bishnoi,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,R Bishnoi is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,111.8,50.0,0.0,0.0,0,0
R Dhawan,Not Available,Not Available,All-Rounder,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali > Wankhede Stadium, Mumbai > Rajiv Gandhi International Stadium, Uppal > Dubai International Cricket Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, DA Warner completely owns this bowler. Emulate that aggressive footprint.","R Dhawan is a Death Over Finisher. Strongest at Punjab Cricket Association Stadium, Mohali. Beware of PP Chawla who owns this matchup. Keep away from DA Warner who hits them at will.",PP Chawla,DA Warner,111.7,126.3,7.71,9.5,25,693
SS Prabhudessai,Not Available,Not Available,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,SS Prabhudessai is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,111.5,104.3,0.0,0.0,0,0
VH Zol,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,VH Zol is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,111.5,0.0,0.0,0.0,0,0
MD Mishra,Not Available,Not Available,Batsman,Top Order Aggressor,"Vidarbha Cricket Association Stadium, Jamtha > Dr DY Patil Sports Academy",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"MD Mishra is a Top Order Aggressor. Strongest at Vidarbha Cricket Association Stadium, Jamtha. Beware of DE Bollinger who owns this matchup.",DE Bollinger,Not Available,111.3,142.1,0.0,0.0,0,0
TG Southee,Not Available,Not Available,All-Rounder,Death Over Finisher,"Dr DY Patil Sports Academy, Mumbai > Maharashtra Cricket Association Stadium > Wankhede Stadium > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AD Russell completely owns this bowler. Emulate that aggressive footprint.","TG Southee is a Death Over Finisher. Strongest at Dr DY Patil Sports Academy, Mumbai. Beware of DJ Bravo who owns this matchup. Keep away from AD Russell who hits them at will.",DJ Bravo,AD Russell,111.1,130.9,8.28,9.93,47,1262
RR Raje,Not Available,Not Available,Bowler,Death Over Finisher,Dr DY Patil Sports Academy,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,RR Raje is a Death Over Finisher. Strongest at Dr DY Patil Sports Academy.,Not Available,Not Available,111.1,111.1,8.71,10.11,6,144
KAJ Roach,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SC Ganguly completely owns this bowler. Emulate that aggressive footprint.",KAJ Roach is a Death Over Finisher. Strongest at most grounds.,Not Available,SC Ganguly,111.1,71.4,9.23,13.89,0,52
BR Dunk,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,BR Dunk is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,111.1,0.0,0.0,0.0,0,0
WPUJC Vaas,Not Available,Not Available,Bowler,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Barabati Stadium > MA Chidambaram Stadium, Chepauk > De Beers Diamond Oval",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, YK Pathan completely owns this bowler. Emulate that aggressive footprint.","WPUJC Vaas is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal. Keep away from YK Pathan who hits them at will.",Not Available,YK Pathan,111.0,111.3,7.4,11.51,18,288
S Rana,Not Available,Not Available,Batsman,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. ,S Rana is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,111.0,136.0,6.75,3.0,0,16
MW Short,Not Available,Not Available,Batsman,Top Order Aggressor,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,"MW Short is a Top Order Aggressor. Strongest at Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh.",Not Available,Not Available,110.9,0.0,8.53,0.0,0,45
PK Garg,Not Available,Not Available,Batsman,Middle Order Anchor,Dubai International Cricket Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,PK Garg is a Middle Order Anchor. Strongest at Dubai International Cricket Stadium. Beware of KV Sharma who owns this matchup.,KV Sharma,Not Available,110.5,158.5,0.0,0.0,0,0
RE van der Merwe,Not Available,Not Available,All-Rounder,Middle Order Anchor,Kingsmead > New Wanderers Stadium > Eden Gardens > Feroz Shah Kotla,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, DJ Bravo completely owns this bowler. Emulate that aggressive footprint.",RE van der Merwe is a Middle Order Anchor. Strongest at Kingsmead. Beware of RP Singh who owns this matchup. Keep away from DJ Bravo who hits them at will.,RP Singh,DJ Bravo,110.4,112.8,6.57,7.65,21,455
AT Carey,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,AT Carey is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,110.3,110.3,0.0,0.0,0,0
TM Dilshan,Not Available,Not Available,All-Rounder,Middle Order Anchor,M Chinnaswamy Stadium > SuperSport Park > Sawai Mansingh Stadium > Kingsmead,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KC Sangakkara completely owns this bowler. Emulate that aggressive footprint.",TM Dilshan is a Middle Order Anchor. Strongest at M Chinnaswamy Stadium. Beware of S Sreesanth who owns this matchup. Keep away from KC Sangakkara who hits them at will.,S Sreesanth,KC Sangakkara,110.1,160.5,7.99,7.44,5,275
XC Bartlett,Not Available,Not Available,Bowler,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, N Rana completely owns this bowler. Emulate that aggressive footprint.",XC Bartlett is a Middle Order Anchor. Strongest at most grounds. Keep away from N Rana who hits them at will.,Not Available,N Rana,110.0,200.0,10.67,9.86,7,221
B Chipli,Not Available,Not Available,Batsman,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"B Chipli is a Middle Order Anchor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of RP Singh who owns this matchup.",RP Singh,Not Available,109.4,178.6,20.0,0.0,0,6
NM Coulter-Nile,Not Available,Not Available,Bowler,Death Over Finisher,Feroz Shah Kotla > Eden Gardens > Sharjah Cricket Stadium > Dubai International Cricket Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, EJG Morgan completely owns this bowler. Emulate that aggressive footprint.",NM Coulter-Nile is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from EJG Morgan who hits them at will.,Not Available,EJG Morgan,109.3,123.7,7.4,9.1,48,892
AL Menaria,Not Available,Not Available,Batsman,Middle Order Anchor,"Sawai Mansingh Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, MEK Hussey completely owns this bowler. Emulate that aggressive footprint.",AL Menaria is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium. Beware of R Ashwin who owns this matchup.,R Ashwin,MEK Hussey,109.3,116.9,7.65,13.71,3,113
M Markande,Not Available,Not Available,Bowler,Death Over Finisher,"Wankhede Stadium > Rajiv Gandhi International Stadium, Uppal, Hyderabad > Rajiv Gandhi International Stadium > Eden Gardens, Kolkata",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, RM Patidar completely owns this bowler. Emulate that aggressive footprint.",M Markande is a Death Over Finisher. Strongest at Wankhede Stadium. Keep away from RM Patidar who hits them at will.,Not Available,RM Patidar,109.1,111.6,8.95,10.62,37,768
AA Chavan,Not Available,Not Available,Bowler,Death Over Finisher,Sawai Mansingh Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Mandeep Singh completely owns this bowler. Emulate that aggressive footprint.",AA Chavan is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from Mandeep Singh who hits them at will.,Not Available,Mandeep Singh,109.1,137.5,7.67,13.71,8,255
MA Khote,Not Available,Not Available,New Addition,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,"MA Khote is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk.",Not Available,Not Available,109.1,120.0,10.2,11.5,2,30
A Flintoff,Not Available,Not Available,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, AB de Villiers completely owns this bowler. Emulate that aggressive footprint.",A Flintoff is a Middle Order Anchor. Strongest at most grounds.,Not Available,AB de Villiers,108.8,138.9,9.55,14.5,2,66
MS Bisla,Not Available,Not Available,Batsman,Top Order Aggressor,"Eden Gardens > MA Chidambaram Stadium, Chepauk > M Chinnaswamy Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,MS Bisla is a Top Order Aggressor. Strongest at Eden Gardens. Beware of PP Chawla who owns this matchup.,PP Chawla,Not Available,108.3,157.6,0.0,0.0,0,0
PVD Chameera,Not Available,Not Available,Bowler,Death Over Finisher,"Wankhede Stadium, Mumbai > Maharashtra Cricket Association Stadium, Pune > Arun Jaitley Stadium, Delhi > Dr DY Patil Sports Academy, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, RM Patidar completely owns this bowler. Emulate that aggressive footprint.","PVD Chameera is a Death Over Finisher. Strongest at Wankhede Stadium, Mumbai. Keep away from RM Patidar who hits them at will.",Not Available,RM Patidar,108.2,108.3,9.26,10.65,13,420
DJ Harris,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,DJ Harris is a Top Order Aggressor. Strongest at most grounds. Beware of M Muralitharan who owns this matchup.,M Muralitharan,Not Available,107.8,0.0,8.67,10.0,0,18
BB Samantray,Not Available,Not Available,Batsman,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"BB Samantray is a Middle Order Anchor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of JP Faulkner who owns this matchup.",JP Faulkner,Not Available,107.8,135.5,0.0,0.0,0,0
Vijaykumar Vyshak,Not Available,Not Available,Bowler,Death Over Finisher,"M Chinnaswamy Stadium, Bengaluru > Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, KL Rahul completely owns this bowler. Emulate that aggressive footprint.","Vijaykumar Vyshak is a Death Over Finisher. Strongest at M Chinnaswamy Stadium, Bengaluru. Keep away from KL Rahul who hits them at will.",Not Available,KL Rahul,107.7,107.7,9.88,11.56,23,483
MDKJ Perera,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,MDKJ Perera is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,107.7,0.0,0.0,0.0,0,0
F Behardien,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,F Behardien is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,107.7,116.7,0.0,0.0,0,0
PP Chawla,Not Available,Not Available,All-Rounder,Death Over Finisher,"Eden Gardens > Punjab Cricket Association Stadium, Mohali > M Chinnaswamy Stadium > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Abhishek Sharma completely owns this bowler. Emulate that aggressive footprint.",PP Chawla is a Death Over Finisher. Strongest at Eden Gardens. Beware of JA Morkel who owns this matchup. Keep away from Abhishek Sharma who hits them at will.,JA Morkel,Abhishek Sharma,107.6,117.1,7.87,8.51,192,3895
SD Chitnis,Not Available,Not Available,Batsman,Middle Order Anchor,Wankhede Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, SE Marsh completely owns this bowler. Emulate that aggressive footprint.",SD Chitnis is a Middle Order Anchor. Strongest at Wankhede Stadium. Beware of VR Aaron who owns this matchup.,VR Aaron,SE Marsh,107.6,113.2,9.47,7.71,2,38
J Syed Mohammad,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, KD Karthik completely owns this bowler. Emulate that aggressive footprint.","J Syed Mohammad is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk. Keep away from KD Karthik who hits them at will.",Not Available,KD Karthik,107.4,125.0,8.66,11.0,8,196
R Vinay Kumar,Not Available,Not Available,All-Rounder,Death Over Finisher,M Chinnaswamy Stadium > Eden Gardens > Wankhede Stadium > Nehru Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, DA Miller completely owns this bowler. Emulate that aggressive footprint.",R Vinay Kumar is a Death Over Finisher. Strongest at M Chinnaswamy Stadium. Beware of A Singh who owns this matchup. Keep away from DA Miller who hits them at will.,A Singh,DA Miller,107.3,109.6,8.2,10.11,105,2186
SP Jackson,Not Available,Not Available,Batsman,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,SP Jackson is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,107.0,113.3,0.0,0.0,0,0
CM Gautam,Not Available,Not Available,Batsman,Top Order Aggressor,Wankhede Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,CM Gautam is a Top Order Aggressor. Strongest at Wankhede Stadium. Beware of AB Dinda who owns this matchup.,AB Dinda,Not Available,107.0,122.2,0.0,0.0,0,0
GC Smith,Not Available,Not Available,Batsman,Top Order Aggressor,"Sawai Mansingh Stadium > Kingsmead > MA Chidambaram Stadium, Chepauk > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,GC Smith is a Top Order Aggressor. Strongest at Sawai Mansingh Stadium. Beware of P Kumar who owns this matchup.,P Kumar,Not Available,106.9,161.0,0.0,0.0,0,0
