Team,Player_Name,Role,Country,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
Mumbai Indians,Raj Angad Bawa,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Robin Minz,Wicketkeeper,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Atharva Ankolekar,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Mayank Rawat,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Mohammad Izhar,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Quinton de Kock,Wicketkeeper,South Africa,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Mumbai Indians,Akash Madhwal,Bowler,India,Death Over Finisher,"Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk, Chennai > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, KD Karthik completely owns this bowler. Emulate that aggressive footprint.","Akash Madhwal is a Death Over Finisher. Strongest at Wankhede Stadium, Mumbai. Keep away from KD Karthik who hits them at will.",Not Available,KD Karthik,57.1,66.7,9.41,9.87,24.0,376.0
Punjab Kings,Shreyas Iyer,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Nehal Wadhera,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0.0,"Bowl hard lengths to Nehal Wadhera, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Nehal Wadhera to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Nehal Wadhera is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,148.3,163.3,0.0,0.0,0.0,0.0
Punjab Kings,Vishnu Vinod,Wicketkeeper,India,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Vishnu Vinod is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,96.6,109.1,0.0,0.0,0.0,0.0
Punjab Kings,Harnoor Singh Pannu,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Pyla Avinash,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Prabhsimran Singh,Wicketkeeper,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Shashank Singh,Batsman,India,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0.0,"Bowl hard lengths to Shashank Singh, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Shashank Singh to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Shashank Singh is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,158.4,173.4,0.0,0.0,0.0,0.0
Punjab Kings,Marcus Stoinis,All-Rounder,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Harpreet Brar,All-Rounder,India,Death Over Finisher,"Sawai Mansingh Stadium, Jaipur > Narendra Modi Stadium, Ahmedabad > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Arun Jaitley Stadium, Delhi",Unknown,Deep Mid-Wicket,1.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Nithish Kumar Reddy completely owns this bowler. Emulate that aggressive footprint.","Harpreet Brar is a Death Over Finisher. Strongest at Sawai Mansingh Stadium, Jaipur. Beware of HV Patel who owns this matchup. Keep away from Nithish Kumar Reddy who hits them at will.",HV Patel,Nithish Kumar Reddy,114.0,127.5,7.84,10.32,35.0,850.0
Punjab Kings,Marco Jansen,All-Rounder,South Africa,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Azmatullah Omarzai,All-Rounder,Afghanistan,Middle Order Anchor,"Narendra Modi Stadium, Ahmedabad > Sawai Mansingh Stadium, Jaipur",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, JM Bairstow completely owns this bowler. Emulate that aggressive footprint.","Azmatullah Omarzai is a Middle Order Anchor. Strongest at Narendra Modi Stadium, Ahmedabad. Keep away from JM Bairstow who hits them at will.",Not Available,JM Bairstow,128.6,145.0,9.3,11.88,12.0,300.0
Punjab Kings,Priyansh Arya,Batsman,India,Top Order Aggressor,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Narendra Modi Stadium, Ahmedabad > Sawai Mansingh Stadium, Jaipur",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"Priyansh Arya is a Top Order Aggressor. Strongest at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Beware of JR Hazlewood who owns this matchup.",JR Hazlewood,Not Available,192.6,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Musheer Khan,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Musheer Khan for room.,Keep the ball turning away from Musheer Khan's hitting arc.,Exploit Musheer Khan's lack of raw pace. Look for the straight drive or slog sweep.,Musheer Khan provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,125.0,140.0,7.5,9.0,12.0,250.0
Punjab Kings,Suryansh Shedge,All-Rounder,India,Death Over Finisher,Neutral Venues,Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SM Curran completely owns this bowler. Emulate that aggressive footprint.",Suryansh Shedge is a Death Over Finisher. Strongest at most grounds.,Not Available,SM Curran,71.4,60.0,12.63,22.29,0.0,19.0
Punjab Kings,Mitch Owen,All-Rounder,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Cooper Connolly,All-Rounder,Australia,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Cooper Connolly for room.,Keep the ball turning away from Cooper Connolly's hitting arc.,Exploit Cooper Connolly's lack of raw pace. Look for the straight drive or slog sweep.,Cooper Connolly provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,145.0,160.0,8.1,9.6,10.0,200.0
Punjab Kings,Ben Dwarshuis,Bowler,Australia,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Ben Dwarshuis's stock delivery. Wait for the loose ball or missed yorker at the death.,Ben Dwarshuis is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,112.0,127.0,8.2,9.7,120.0,2100.0
Punjab Kings,Arshdeep Singh,Bowler,India,Death Over Finisher,"Dubai International Cricket Stadium > Wankhede Stadium, Mumbai > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Himachal Pradesh Cricket Association Stadium, Dharamsala",Unknown,Deep Mid-Wicket,3.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, V Suryavanshi completely owns this bowler. Emulate that aggressive footprint.",Arshdeep Singh is a Death Over Finisher. Strongest at Dubai International Cricket Stadium. Keep away from V Suryavanshi who hits them at will.,Not Available,V Suryavanshi,64.6,60.0,8.61,9.16,105.0,2020.0
Punjab Kings,Yuzvendra Chahal,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Vyshak Vijaykumar,Bowler,India,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Vyshak Vijaykumar's stock delivery. Wait for the loose ball or missed yorker at the death.,Vyshak Vijaykumar is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,105.0,120.0,8.9,10.4,22.0,400.0
Punjab Kings,Xavier Bartlett,Bowler,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Lockie Ferguson,Bowler,New Zealand,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Samarth Vyas,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Vidwath Kaverappa,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Punjab Kings,Tanay Thyagaraj,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Riyan Parag,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Yashasvi Jaiswal,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Shubham Dubey,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Vaibhav Suryavanshi,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Ravindra Jadeja,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Sam Curran,All-Rounder,England,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Shimron Hetmyer,Batsman,West Indies,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Dhruv Jurel,Wicketkeeper,India,Middle Order Anchor,"Sawai Mansingh Stadium, Jaipur > Barsapara Cricket Stadium, Guwahati > Narendra Modi Stadium, Ahmedabad > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"Dhruv Jurel is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium, Jaipur. Beware of CV Varun who owns this matchup.",CV Varun,Not Available,147.6,171.9,0.0,0.0,0.0,0.0
Rajasthan Royals,Jofra Archer,Bowler,England,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Donovan Ferreira,Wicketkeeper,South Africa,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0.0,"Bowl hard lengths to Donovan Ferreira, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Donovan Ferreira to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Donovan Ferreira is a designated Wicketkeeper. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,156.2,171.2,0.0,0.0,0.0,0.0
Rajasthan Royals,Lhuan-dre Pretorius,Wicketkeeper,South Africa,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Ravi Singh,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Aman Rao Parela,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Yudhvir Singh Charak,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Tushar Deshpande,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Kwena Maphaka,Bowler,South Africa,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Kwena Maphaka's stock delivery. Wait for the loose ball or missed yorker at the death.,Kwena Maphaka is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,80.0,95.0,8.8,10.3,15.0,300.0
Rajasthan Royals,Ravi Bishnoi,Bowler,India,Death Over Finisher,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow > Dubai International Cricket Stadium > Narendra Modi Stadium, Ahmedabad > Wankhede Stadium, Mumbai",Unknown,Backward Point,6.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, P Simran Singh completely owns this bowler. Emulate that aggressive footprint.","Ravi Bishnoi is a Death Over Finisher. Strongest at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Keep away from P Simran Singh who hits them at will.",Not Available,P Simran Singh,63.4,67.9,8.06,8.97,83.0,1857.0
Rajasthan Royals,Sushant Mishra,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Yash Raj Punja,Bowler,India,Middle Order,Neutral Venues,Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,Yash Raj Punja is a Middle Order. Strongest at most grounds.,Not Available,Not Available,0.0,0.0,8.25,10.0,3.0,48.0
Rajasthan Royals,Vignesh Puthur,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Brijesh Sharma,Bowler,India,Death Over Finisher,"Barsapara Cricket Stadium, Guwahati",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,"Brijesh Sharma is a Death Over Finisher. Strongest at Barsapara Cricket Stadium, Guwahati.",Not Available,Not Available,33.3,33.3,8.68,9.62,7.0,148.0
Rajasthan Royals,Adam Milne,Bowler,New Zealand,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Kuldeep Sen,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Rajasthan Royals,Sandeep Sharma,Bowler,India,Death Over Finisher,"Punjab Cricket Association IS Bindra Stadium, Mohali > Rajiv Gandhi International Stadium > Dubai International Cricket Stadium > Sawai Mansingh Stadium, Jaipur",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, T Stubbs completely owns this bowler. Emulate that aggressive footprint.","Sandeep Sharma is a Death Over Finisher. Strongest at Punjab Cricket Association IS Bindra Stadium, Mohali. Keep away from T Stubbs who hits them at will.",Not Available,T Stubbs,75.9,75.0,7.81,9.92,151.0,3277.0
Rajasthan Royals,Nandre Burger,Bowler,South Africa,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Rajat Patidar,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Abhinandan Singh,Bowler,India,Middle Order,"M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, Dhruv Jurel completely owns this bowler. Emulate that aggressive footprint.","Abhinandan Singh is a Middle Order. Strongest at M Chinnaswamy Stadium, Bengaluru.",Not Available,Dhruv Jurel,0.0,0.0,12.2,9.6,3.0,60.0
Royal Challengers Bengaluru,Bhuvneshwar Kumar,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Devdutt Padikkal,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Jacob Bethell,All-Rounder,England,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Jacob Bethell for room.,Keep the ball turning away from Jacob Bethell's hitting arc.,Exploit Jacob Bethell's lack of raw pace. Look for the straight drive or slog sweep.,Jacob Bethell provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,138.0,153.0,7.8,9.3,18.0,350.0
Royal Challengers Bengaluru,Jitesh Sharma,Wicketkeeper,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Josh Hazlewood,Bowler,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Krunal Pandya,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Nuwan Thushara,Bowler,Sri Lanka,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Nuwan Thushara's stock delivery. Wait for the loose ball or missed yorker at the death.,Nuwan Thushara is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,90.0,105.0,7.9,9.4,115.0,1900.0
Royal Challengers Bengaluru,Phil Salt,Wicketkeeper,England,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Rasikh Dar,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Romario Shepherd,All-Rounder,West Indies,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Suyash Sharma,Bowler,India,Middle Order,"Eden Gardens, Kolkata > M Chinnaswamy Stadium, Bengaluru > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Wankhede Stadium, Mumbai",Unknown,Short Third Man,2.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, RR Pant completely owns this bowler. Emulate that aggressive footprint.","Suyash Sharma is a Middle Order. Strongest at Eden Gardens, Kolkata. Keep away from RR Pant who hits them at will.",Not Available,RR Pant,0.0,0.0,8.45,8.94,25.0,754.0
Royal Challengers Bengaluru,Swapnil Singh,All-Rounder,India,Middle Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Swapnil Singh for room.,Keep the ball turning away from Swapnil Singh's hitting arc.,Exploit Swapnil Singh's lack of raw pace. Look for the straight drive or slog sweep.,Swapnil Singh provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,128.0,143.0,8.0,9.5,45.0,900.0
Royal Challengers Bengaluru,Tim David,Batsman,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Virat Kohli,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
