Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
SP Jackson,Sheldon Jackson,India,Batsman,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,107.0,113.3,0.0,0.0,0,0,Kolkata Knight Riders
CM Gautam,CM Gautam,India,Batsman,Top Order Aggressor,Wankhede Stadium,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,AB Dinda,Not Available,107.0,122.2,0.0,0.0,0,0,Mumbai Indians
GC Smith,Graeme Smith,South Africa,Batsman,Top Order Aggressor,"Sawai Mansingh Stadium > Kingsmead > MA Chidambaram Stadium, Chepauk > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,P Kumar,Not Available,106.9,161.0,0.0,0.0,0,0,Pune Warriors India
Shoaib Malik,Shoaib Malik,Pakistan,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,106.1,114.3,8.79,9.38,2,58,Delhi Daredevils
SK Rasheed,Shaik Rasheed,India,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,DL Chahar,Not Available,106.0,0.0,0.0,0.0,0,0,Chennai Super Kings
JH Kallis,Jacques Kallis,South Africa,All-Rounder,Middle Order Anchor,"Eden Gardens > M Chinnaswamy Stadium > MA Chidambaram Stadium, Chepauk > Feroz Shah Kotla",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,RP Singh,JP Duminy,105.9,170.6,7.65,9.77,65,1799,Kolkata Knight Riders
JJ van der Wath,Johan van der Wath,South Africa,New Addition,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,SE Marsh,105.9,116.7,10.18,11.0,3,76,Royal Challengers Bangalore
HH Gibbs,Herschelle Gibbs,South Africa,Batsman,Top Order Aggressor,"Kingsmead > Eden Gardens > New Wanderers Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Z Khan,Not Available,105.9,156.5,0.0,0.0,0,0,Mumbai Indians
JEC Franklin,James Franklin,New Zealand,All-Rounder,Middle Order Anchor,"Wankhede Stadium > Eden Gardens > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,B Kumar,RV Uthappa,105.8,138.6,8.52,10.5,9,155,Mumbai Indians
M Manhas,Mithun Manhas,India,Batsman,Middle Order Anchor,"Feroz Shah Kotla > Subrata Roy Sahara Stadium > Dr DY Patil Sports Academy > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,P Kumar,Not Available,105.8,128.4,6.0,8.0,0,42,Rising Pune Supergiant
RA Bawa,Raj Bawa,India,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,105.6,200.0,0.0,0.0,0,0,Punjab Kings
Y Gnaneswara Rao,Yalaka Gnaneswara Rao,India,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,105.6,0.0,7.0,0.0,0,6,Delhi Daredevils
Aman Hakim Khan,Aman Hakim Khan,India,Batsman,Middle Order Anchor,"Narendra Modi Stadium, Ahmedabad",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Rashid Khan,Not Available,105.5,134.1,13.0,0.0,0,6,Delhi Capitals
P Kumar,Praveen Kumar,India,All-Rounder,Death Over Finisher,"M Chinnaswamy Stadium > Punjab Cricket Association Stadium, Mohali > Wankhede Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,SL Malinga,KM Jadhav,105.3,109.7,7.4,9.92,90,2637,Gujarat Lions
AC Thomas,Alfonso Thomas,Australia,Bowler,Death Over Finisher,"Dr DY Patil Sports Academy > Feroz Shah Kotla > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,DA Warner,105.3,105.3,7.45,9.81,14,327,Pune Warriors India
J Yadav,Jayant Yadav,India,Bowler,Death Over Finisher,Shaheed Veer Narayan Singh International Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,DA Warner,105.3,106.9,6.71,6.95,8,398,Gujarat Titans
RV Patel,Ripal Patel,India,Batsman,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,RA Jadeja,Not Available,105.3,118.2,6.6,9.43,0,20,Delhi Capitals
Y Nagar,Yogesh Nagar,India,Batsman,Death Over Finisher,Feroz Shah Kotla > New Wanderers Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,R Vinay Kumar,Not Available,105.2,132.6,10.42,0.0,4,72,Delhi Daredevils
YV Takawale,Yogesh Takawale,India,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,SP Narine,Not Available,104.9,223.1,0.0,0.0,0,0,Royal Challengers Bangalore
RR Powar,Ramesh Powar,India,Bowler,Death Over Finisher,Kingsmead,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,L Balaji,NV Ojha,104.7,111.7,7.14,8.75,13,443,Kings XI Punjab
RJ Harris,Ryan Harris,Australia,All-Rounder,Death Over Finisher,"Himachal Pradesh Cricket Association Stadium > Punjab Cricket Association Stadium, Mohali > Vidarbha Cricket Association Stadium, Jamtha > M Chinnaswamy Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,MS Dhoni,104.5,111.5,7.26,9.05,45,865,Kings XI Punjab
N Jagadeesan,Narayan Jagadeesan,India,Batsman,Middle Order Anchor,"Eden Gardens, Kolkata",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Mohammed Shami,Not Available,104.5,68.8,0.0,0.0,0,0,Kolkata Knight Riders
KA Jamieson,Kyle Jamieson,New Zealand,Bowler,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Not Available,R Parag,104.1,139.5,9.64,12.36,16,315,Delhi Capitals
VVS Laxman,VVS Laxman,India,Batsman,Top Order Aggressor,"Rajiv Gandhi International Stadium, Uppal > Dr DY Patil Sports Academy > M Chinnaswamy Stadium",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,S Sreesanth,Not Available,104.1,50.0,0.0,0.0,0,0,Deccan Chargers
S Gopal,Shreyas Gopal,India,All-Rounder,Death Over Finisher,Sawai Mansingh Stadium > Sheikh Zayed Stadium > M.Chinnaswamy Stadium > Dubai International Cricket Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,DJ Hooda,104.0,125.0,8.09,6.64,52,1000,Chennai Super Kings
JM Kemp,Justin Kemp,South Africa,New Addition,Middle Order Anchor,Eden Gardens,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,PP Ojha,Not Available,104.0,44.4,6.89,6.0,3,47,Chennai Super Kings
M Kartik,Murali Kartik,India,All-Rounder,Death Over Finisher,Eden Gardens > M Chinnaswamy Stadium > Wankhede Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,M Muralitharan,SV Samson,103.7,101.3,7.05,7.97,31,1182,Kings XI Punjab
Harpreet Singh,Harpreet Singh Bhatia,India,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,HR Shokeen,Not Available,103.4,131.6,0.0,0.0,0,0,Punjab Kings
MJ Santner,Mitchell Santner,New Zealand,All-Rounder,Death Over Finisher,"Wankhede Stadium, Mumbai > Arun Jaitley Stadium, Delhi > MA Chidambaram Stadium > Narendra Modi Stadium, Ahmedabad",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,N Rana,103.0,128.8,7.33,8.53,30,704,Mumbai Indians
DW Steyn,Dale Steyn,South Africa,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Feroz Shah Kotla > Eden Gardens > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,KL Rahul,102.5,105.8,6.63,7.95,97,2282,Royal Challengers Bangalore
DL Vettori,Daniel Vettori,New Zealand,All-Rounder,Death Over Finisher,"M Chinnaswamy Stadium > Feroz Shah Kotla > Eden Gardens > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,YK Pathan,102.5,119.4,6.72,7.99,28,785,Royal Challengers Bangalore
Iqbal Abdulla,Iqbal Abdulla,India,Bowler,Death Over Finisher,"Eden Gardens > M Chinnaswamy Stadium > Wankhede Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,DJ Bravo,G Gambhir,102.3,114.8,7.06,8.32,40,943,Royal Challengers Bangalore
TL Seifert,Tim Seifert,New Zealand,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,102.3,40.0,0.0,0.0,0,0,Kolkata Knight Riders
FY Fazal,Faiz Fazal,India,Batsman,Top Order Aggressor,"Sardar Patel Stadium, Motera",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,RP Singh,Not Available,102.2,115.2,10.0,10.0,0,12,Rajasthan Royals
MJ Clarke,Michael Clarke,Australia,Batsman,Top Order Aggressor,Subrata Roy Sahara Stadium,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,BB McCullum,102.1,0.0,6.09,9.0,2,66,Pune Warriors India
OF Smith,Odean Smith,West Indies,Batsman,Death Over Finisher,"Maharashtra Cricket Association Stadium, Pune",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,102.0,120.0,11.24,13.5,6,95,Punjab Kings
SC Ganguly,Sourav Ganguly,India,All-Rounder,Middle Order Anchor,"Eden Gardens > Rajiv Gandhi International Stadium, Uppal > M Chinnaswamy Stadium > Feroz Shah Kotla",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,R Vinay Kumar,V Sehwag,101.7,174.3,7.78,16.0,10,280,Pune Warriors India
RD Chahar,Rahul Chahar,India,All-Rounder,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Sheikh Zayed Stadium > Brabourne Stadium, Mumbai > Dubai International Cricket Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,RM Patidar,101.6,112.6,7.62,7.97,75,1728,Punjab Kings
M Jansen,Marco Jansen,South Africa,All-Rounder,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Sawai Mansingh Stadium, Jaipur > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,M Pathirana,Abhishek Sharma,101.3,101.7,8.82,10.07,41,956,Punjab Kings
CR Woakes,Chris Woakes,England,Bowler,Death Over Finisher,"Eden Gardens > Wankhede Stadium, Mumbai > M.Chinnaswamy Stadium > Wankhede Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,SV Samson,101.3,112.5,8.53,10.05,30,463,Delhi Capitals
Lalit Yadav,Lalit Yadav,India,All-Rounder,Middle Order Anchor,"Brabourne Stadium, Mumbai > Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Backward Point,2,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,SP Narine,JC Buttler,101.3,110.6,8.67,9.86,10,294,Delhi Capitals
K Rabada,Kagiso Rabada,South Africa,All-Rounder,Death Over Finisher,"Dubai International Cricket Stadium > Narendra Modi Stadium, Ahmedabad > Sheikh Zayed Stadium > Arun Jaitley Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,JJ Bumrah,EJG Morgan,101.2,111.5,8.34,9.24,136,2214,Gujarat Titans
W Jaffer,Wasim Jaffer,India,Batsman,Top Order Aggressor,M Chinnaswamy Stadium,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,100.8,0.0,0.0,0.0,0,0,Royal Challengers Bangalore
M Kaif,Mohammad Kaif,India,Batsman,Middle Order Anchor,Sawai Mansingh Stadium,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,A Mishra,Not Available,100.4,120.0,0.0,0.0,0,0,Royal Challengers Bangalore
Mohammed Shami,Mohammed Shami,India,All-Rounder,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Dubai International Cricket Stadium > Sharjah Cricket Stadium > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,AD Russell,100.0,100.0,8.26,10.23,140,2909,Lucknow Super Giants
S Aravind,Sreenath Aravind,India,Bowler,Death Over Finisher,"M Chinnaswamy Stadium > Eden Gardens > MA Chidambaram Stadium, Chepauk > Sawai Mansingh Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,Ishan Kishan,100.0,104.3,7.91,9.27,45,788,Royal Challengers Bangalore
CJ Jordan,Chris Jordan,England,Bowler,Death Over Finisher,"M Chinnaswamy Stadium > Dubai International Cricket Stadium > Narendra Modi Stadium, Ahmedabad > Sharjah Cricket Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Not Available,Rashid Khan,100.0,106.7,9.05,10.72,30,717,Chennai Super Kings
GB Hogg,Brad Hogg,Australia,Bowler,Death Over Finisher,"Eden Gardens > Sawai Mansingh Stadium > Wankhede Stadium > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,GJ Maxwell,100.0,100.0,7.34,7.68,23,466,Kolkata Knight Riders
AD Mascarenhas,Dimitri Mascarenhas,England,Bowler,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali > Newlands > Sawai Mansingh Stadium > Brabourne Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,CH Gayle,100.0,119.5,6.89,9.33,19,310,Kings XI Punjab
Rasikh Salam,Rasikh Salam,India,Bowler,Death Over Finisher,"Arun Jaitley Stadium, Delhi > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Not Available,JC Buttler,100.0,116.0,9.53,9.69,16,343,Delhi Capitals
SJ Srivastava,Shalabh Srivastava,India,Bowler,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali > Himachal Pradesh Cricket Association Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,SC Ganguly,100.0,100.0,8.65,8.8,14,306,Kings XI Punjab
DG Nalkande,Darshan Nalkande,India,New Addition,Middle Order Anchor,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,LS Livingstone,100.0,0.0,9.98,9.0,6,89,Gujarat Titans
VS Malik,Vikramjeet Malik,India,Bowler,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,S Dhawan,100.0,100.0,7.39,10.29,6,212,Rajasthan Royals
DP Vijaykumar,DP Vijaykumar,India,Bowler,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,SP Fleming,100.0,100.0,7.51,10.06,4,159,Deccan Chargers
RJ Peterson,Robin Peterson,South Africa,Batsman,Death Over Finisher,Feroz Shah Kotla,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,KP Pietersen,100.0,105.6,8.75,13.0,3,48,Mumbai Indians
RJ Gleeson,Richard Gleeson,England,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,9.04,10.5,2,73,Chennai Super Kings
